accuracy,loss,val_accuracy,val_loss,learning_rate
0.49000000953674316,1.3466213941574097,0.2199999988079071,13.532316207885742,0.0010000000474974513
0.618571400642395,1.0820010900497437,0.3100000023841858,6.392652988433838,0.0010000000474974513
0.6964285969734192,0.8939915299415588,0.30000001192092896,3.013925075531006,0.0010000000474974513
0.6842857003211975,0.8844026327133179,0.3466666638851166,2.051689624786377,0.0010000000474974513
0.7407143115997314,0.8001057505607605,0.3400000035762787,2.2815215587615967,0.0010000000474974513
0.7635714411735535,0.7408326268196106,0.36666667461395264,2.502723217010498,0.0010000000474974513
0.7721428275108337,0.7091057300567627,0.3933333456516266,2.67846941947937,0.0010000000474974513
0.7907142639160156,0.6782873868942261,0.47333332896232605,2.1574628353118896,0.0010000000474974513
0.7921428680419922,0.6555246114730835,0.476666659116745,1.5419045686721802,0.0005000000237487257
0.8142856955528259,0.5984410643577576,0.5833333134651184,1.1888556480407715,0.0005000000237487257
0.8221428394317627,0.5988507270812988,0.6933333277702332,0.964789628982544,0.0005000000237487257
0.831428587436676,0.5621760487556458,0.6333333253860474,0.9869410395622253,0.0005000000237487257
0.8328571319580078,0.5490984916687012,0.5733333230018616,1.1879220008850098,0.0005000000237487257
0.845714271068573,0.5298857688903809,0.5400000214576721,1.1786508560180664,0.0005000000237487257
0.8492857217788696,0.5337469577789307,0.4533333480358124,1.3693876266479492,0.0005000000237487257
0.8550000190734863,0.5182079076766968,0.7266666889190674,0.7839362621307373,0.0002500000118743628
0.8578571677207947,0.5107970833778381,0.699999988079071,0.808667778968811,0.0002500000118743628
0.852142870426178,0.5022240877151489,0.7766666412353516,0.6843918561935425,0.0002500000118743628
0.8728571534156799,0.4769417941570282,0.7933333516120911,0.6369850039482117,0.0002500000118743628
0.8757143020629883,0.4546639919281006,0.7566666603088379,0.7024450898170471,0.0002500000118743628
0.8650000095367432,0.4730827510356903,0.7333333492279053,0.7601001262664795,0.0002500000118743628
0.881428599357605,0.4545115828514099,0.8233333230018616,0.6059628129005432,0.0002500000118743628
0.8828571438789368,0.44209229946136475,0.7200000286102295,0.8070462942123413,0.0002500000118743628
0.8700000047683716,0.4402884244918823,0.7799999713897705,0.6908558011054993,0.0002500000118743628
0.8864285945892334,0.4350520074367523,0.7300000190734863,0.8094781637191772,0.0002500000118743628
0.8792856931686401,0.45060616731643677,0.6633333563804626,0.997589647769928,0.0002500000118743628
0.8985714316368103,0.4032769203186035,0.8366666436195374,0.571890652179718,0.0001250000059371814
0.8921428322792053,0.40210968255996704,0.7566666603088379,0.7142006158828735,0.0001250000059371814
0.8971428275108337,0.3984077274799347,0.8299999833106995,0.5599929690361023,0.0001250000059371814
0.8899999856948853,0.40930625796318054,0.800000011920929,0.6023821234703064,0.0001250000059371814
0.897857129573822,0.3960075080394745,0.846666693687439,0.5497934222221375,0.0001250000059371814
0.8985714316368103,0.40173715353012085,0.8133333325386047,0.5676265954971313,0.0001250000059371814
0.8985714316368103,0.3923734426498413,0.846666693687439,0.5168770551681519,0.0001250000059371814
0.8942857384681702,0.3870566189289093,0.846666693687439,0.5356366038322449,0.0001250000059371814
0.9085714221000671,0.3795626759529114,0.8366666436195374,0.5579564571380615,0.0001250000059371814
0.9142857193946838,0.35613134503364563,0.8133333325386047,0.5881661772727966,0.0001250000059371814
0.9028571248054504,0.364500492811203,0.8033333420753479,0.5856491327285767,0.0001250000059371814
0.9221428632736206,0.35735321044921875,0.8700000047683716,0.5232816338539124,6.25000029685907e-05
0.9235714077949524,0.34932345151901245,0.8600000143051147,0.5204851627349854,6.25000029685907e-05
0.9128571152687073,0.35019513964653015,0.8266666531562805,0.5165048241615295,6.25000029685907e-05
0.9135714173316956,0.33928999304771423,0.8600000143051147,0.5068158507347107,6.25000029685907e-05
0.9171428680419922,0.35445380210876465,0.8533333539962769,0.5105523467063904,6.25000029685907e-05
0.918571412563324,0.3419951796531677,0.8533333539962769,0.5006331205368042,6.25000029685907e-05
0.9200000166893005,0.33664819598197937,0.8500000238418579,0.502820611000061,6.25000029685907e-05
0.9192857146263123,0.3416827917098999,0.846666693687439,0.5117061138153076,6.25000029685907e-05
0.9285714030265808,0.3280908465385437,0.8666666746139526,0.4875480532646179,6.25000029685907e-05
0.9235714077949524,0.332932710647583,0.8533333539962769,0.47860953211784363,6.25000029685907e-05
0.9264285564422607,0.32526159286499023,0.8366666436195374,0.5163439512252808,6.25000029685907e-05
0.918571412563324,0.3451814353466034,0.8566666841506958,0.48363053798675537,6.25000029685907e-05
0.925000011920929,0.32302626967430115,0.8600000143051147,0.48425135016441345,6.25000029685907e-05
0.9264285564422607,0.32311853766441345,0.846666693687439,0.4944705069065094,6.25000029685907e-05
0.9278571605682373,0.3187323808670044,0.8700000047683716,0.48936763405799866,3.125000148429535e-05
0.9142857193946838,0.3468257188796997,0.8633333444595337,0.4778047204017639,3.125000148429535e-05
0.9200000166893005,0.32952213287353516,0.846666693687439,0.49114736914634705,3.125000148429535e-05
0.9142857193946838,0.3289111256599426,0.8700000047683716,0.5036447048187256,3.125000148429535e-05
0.9350000023841858,0.30641308426856995,0.8500000238418579,0.48561742901802063,3.125000148429535e-05
0.9235714077949524,0.32596591114997864,0.8700000047683716,0.4831734597682953,3.125000148429535e-05
0.9364285469055176,0.30409330129623413,0.8566666841506958,0.48500585556030273,1.5625000742147677e-05
0.9421428442001343,0.29450610280036926,0.8633333444595337,0.47930586338043213,1.5625000742147677e-05
0.9449999928474426,0.29538601636886597,0.8600000143051147,0.4782712161540985,1.5625000742147677e-05
